Customer_ID,Age,Gender,Income_Level,Occupation,Nationality,Primary_Brand_Owned,Num_Luxury_Items,Primary_Item_Type,Years_Owning_Luxury,Purchase_Frequency,Resale_Experience,Sustainability_Importance,Brand_Loyalty,Heard_of_Restoration_Services,Used_Restoration_Before,Adoption_Likelihood,Services_Interested_In,WTP_Basic_Restoration_AED,WTP_Advanced_Restoration_AED,WTP_Authentication_AED,WTP_Annual_Membership_AED,Perceived_Value,Trust_Importance,Quality_Over_Price,Preferred_Channel,Digital_Certificate_Interest,Social_Media_Activity,Influencer_Impact,Awareness_Source,Primary_Pain_Point,NPS_Score,Visit_Frequency_Expected,Membership_Interest,Location_Preference,Has_Purchased
CUST0312,22,Female,High (250K-500K AED),Corporate Executive,Western Expat,Gucci,13,Handbags,1,Rarely,Yes - frequently,Very Important,Very Loyal,Yes,No,Unlikely,Restoration Only,1431,3824,263,3948,Good Value,Critical,Neutral,Hybrid (Both),Somewhat Interested,Very Active,Low Impact,Online Search,Finding Trusted Services,6,Bi-annually,Not Interested,Jumeirah,0
CUST0313,18,Female,Very High (>500K AED),Corporate Executive,GCC National,Hermès,17,Sneakers,18,Rarely,Yes - occasionally,Very Important,Not Loyal,No,No,Very Likely,Both Restoration & Authentication,1003,2947,409,23328,Good Value,Very Important,Agree,Social Media,Very Interested,Not Active,Low Impact,Word of Mouth,High Costs,4,Bi-annually,Interested,City Walk,1
CUST0314,45,Female,Low (<100K AED),Creative Industry,Western Expat,Balenciaga,17,Handbags,4,Bi-annually,No - never,Important,Neutral,Yes,No,Neutral,Full Service (incl. Resale),641,2999,154,12319,Fair,Very Important,Neutral,In-Person (Studio),Very Interested,Somewhat Active,Medium Impact,Online Search,Finding Trusted Services,2,Quarterly,Interested,City Walk,0
CUST0315,40,Female,Medium (100K-250K AED),Professional,UAE National,Dior,5,Sneakers,5,Quarterly,No - never,Important,Neutral,Yes,No,Neutral,Restoration Only,1221,2550,217,19575,Good Value,Very Important,Agree,In-Person (Studio),Somewhat Interested,Very Active,Medium Impact,Online Search,Lack of Transparency,9,Quarterly,Interested,Dubai Marina,0
CUST0316,35,Female,Low (<100K AED),Corporate Executive,GCC National,Louis Vuitton,6,Handbags,9,Bi-annually,Yes - occasionally,Moderately Important,Somewhat Loyal,Yes,Yes,Likely,Restoration Only,1083,4061,377,15204,Fair,Very Important,Neutral,Mobile App,Somewhat Interested,Very Active,Low Impact,Social Media,Finding Trusted Services,7,Bi-annually,Not Interested,Downtown Dubai,0
CUST0317,30,Female,High (250K-500K AED),Professional,Asian Expat,Louis Vuitton,19,Handbags,17,Annually,Yes - once,Very Important,Somewhat Loyal,Yes,Yes,Unlikely,Full Service (incl. Resale),1235,3388,272,14952,Fair,Critical,Agree,Online (Website),Somewhat Interested,Active,No Impact,Social Media,Finding Trusted Services,7,Annually,Interested,Dubai Marina,0
CUST0318,25,Male,Very High (>500K AED),Professional,Other,Balenciaga,13,Handbags,3,Quarterly,Yes - once,Important,Neutral,No,No,Very Unlikely,Full Service (incl. Resale),1038,4011,322,20787,Excellent Value,Somewhat Important,Strongly Agree,Hybrid (Both),Somewhat Interested,Active,Medium Impact,Event/Exhibition,Lack of Transparency,8,As Needed,Maybe,City Walk,0
CUST0319,25,Male,Medium (100K-250K AED),Business Owner,Asian Expat,Prada,14,Handbags,16,Rarely,No - never,Important,Neutral,Yes,Yes,Neutral,Authentication Only,1139,4354,485,21374,Fair,Critical,Disagree,Online (Website),Very Interested,Very Active,Medium Impact,Event/Exhibition,Finding Trusted Services,10,Bi-annually,Interested,Other Emirates,0
CUST0320,25,Female,Very High (>500K AED),Creative Industry,UAE National,Bottega Veneta,4,Handbags,5,Quarterly,Yes - occasionally,Slightly Important,Somewhat Loyal,No,No,Likely,Both Restoration & Authentication,605,4371,302,4104,Fair,Critical,Agree,Hybrid (Both),Very Interested,Active,Low Impact,Social Media,Lack of Transparency,5,Annually,Interested,Downtown Dubai,0
CUST0321,32,Male,Low (<100K AED),Entrepreneur,Arab Expat,Gucci,7,Handbags,16,Rarely,Yes - frequently,Very Important,Very Loyal,Yes,No,Very Likely,Both Restoration & Authentication,664,1862,611,3548,Good Value,Critical,Agree,Online (Website),Very Interested,Active,High Impact,Social Media,Other,1,Quarterly,Interested,Dubai Marina,1
CUST0322,35,Female,Very High (>500K AED),Professional,Asian Expat,Louis Vuitton,8,Accessories,3,Annually,Yes - occasionally,Important,Very Loyal,No,No,Very Likely,Both Restoration & Authentication,714,4954,416,14640,Excellent Value,Very Important,Strongly Agree,Mobile App,Somewhat Interested,Somewhat Active,Low Impact,Other,Long Wait Times,2,As Needed,Not Interested,Dubai Mall,1
CUST0323,35,Male,Medium (100K-250K AED),Student,Asian Expat,Chanel,13,Handbags,20,Annually,Yes - occasionally,Moderately Important,Somewhat Loyal,No,Yes,Likely,Full Service (incl. Resale),570,4298,306,29437,Excellent Value,Very Important,Agree,Hybrid (Both),Very Interested,Active,Low Impact,Word of Mouth,High Costs,10,Bi-annually,Interested,Jumeirah,0
CUST0324,28,Male,Medium (100K-250K AED),Professional,Western Expat,Hermès,6,Sneakers,15,Quarterly,Yes - occasionally,Important,Somewhat Loyal,No,Yes,Very Unlikely,Restoration Only,1215,2024,311,25145,Good Value,Critical,Agree,In-Person (Studio),Somewhat Interested,Active,Medium Impact,Word of Mouth,Limited Service Options,9,Annually,Very Interested,Dubai Mall,0
CUST0325,45,Female,High (250K-500K AED),Other,Western Expat,Dior,6,Shoes,3,Monthly,No - never,Important,Neutral,Yes,No,Likely,Full Service (incl. Resale),1164,4953,363,28146,Too Expensive,Critical,Strongly Agree,Online (Website),Very Interested,Not Active,No Impact,Social Media,Finding Trusted Services,10,Annually,Maybe,Dubai Marina,0
CUST0326,35,Female,Medium (100K-250K AED),Professional,GCC National,Prada,3,Accessories,20,Bi-annually,Yes - once,Important,Very Loyal,Yes,No,Likely,Both Restoration & Authentication,1078,4755,547,10903,Excellent Value,Critical,Agree,In-Person (Studio),Very Interested,Very Active,Medium Impact,Magazine/Press,Lack of Transparency,5,Quarterly,Very Interested,Other Emirates,0
CUST0327,32,Female,Medium (100K-250K AED),Professional,UAE National,Bottega Veneta,3,Sneakers,14,Quarterly,Yes - occasionally,Very Important,Very Loyal,Yes,No,Neutral,Both Restoration & Authentication,589,2717,525,21168,Good Value,Very Important,Agree,Hybrid (Both),Very Interested,Very Active,Low Impact,Social Media,Finding Trusted Services,0,Bi-annually,Interested,Jumeirah,0
CUST0328,32,Female,Medium (100K-250K AED),Corporate Executive,GCC National,Balenciaga,13,Shoes,16,Monthly,Yes - once,Important,Somewhat Loyal,No,Yes,Unlikely,Both Restoration & Authentication,1271,2985,557,29863,Fair,Very Important,Neutral,In-Person (Studio),Very Interested,Somewhat Active,Medium Impact,Social Media,Finding Trusted Services,1,As Needed,Interested,Dubai Marina,0
CUST0329,30,Female,Very High (>500K AED),Creative Industry,GCC National,Hermès,2,Handbags,17,Bi-annually,Yes - frequently,Very Important,Somewhat Loyal,No,Yes,Neutral,Full Service (incl. Resale),1373,3603,592,13613,Good Value,Critical,Strongly Agree,In-Person (Studio),Somewhat Interested,Very Active,Medium Impact,Social Media,Other,7,Quarterly,Maybe,Jumeirah,0
CUST0330,25,Female,High (250K-500K AED),Professional,Western Expat,Gucci,16,Handbags,24,Bi-annually,No - never,Slightly Important,Very Loyal,No,Yes,Very Likely,Restoration Only,727,2753,572,20188,Fair,Very Important,Strongly Agree,Hybrid (Both),Somewhat Interested,Somewhat Active,No Impact,Magazine/Press,High Costs,10,Annually,Maybe,Dubai Mall,1
CUST0331,28,Female,Medium (100K-250K AED),Corporate Executive,Asian Expat,Prada,6,Handbags,20,Bi-annually,No - never,Slightly Important,Somewhat Loyal,No,No,Likely,Restoration Only,578,4036,175,11990,Too Expensive,Critical,Strongly Agree,In-Person (Studio),Very Interested,Very Active,Medium Impact,Online Search,Long Wait Times,7,As Needed,Very Interested,Downtown Dubai,0
CUST0332,38,Male,High (250K-500K AED),Business Owner,Western Expat,Bottega Veneta,8,Leather Goods,23,Bi-annually,No - never,Moderately Important,Somewhat Loyal,Yes,No,Very Likely,Restoration Only,1107,4599,576,14467,Good Value,Critical,Strongly Agree,Online (Website),Somewhat Interested,Very Active,Medium Impact,Online Search,High Costs,5,Bi-annually,Maybe,Dubai Mall,1
CUST0333,18,Prefer not to say,High (250K-500K AED),Professional,UAE National,Dior,8,Leather Goods,18,Quarterly,No - never,Very Important,Somewhat Loyal,No,Yes,Neutral,Not Interested,848,3355,441,28186,Good Value,Critical,Strongly Agree,Online (Website),Somewhat Interested,Not Active,Medium Impact,Word of Mouth,Long Wait Times,2,As Needed,Not Interested,Jumeirah,0
CUST0334,25,Female,Medium (100K-250K AED),Professional,Other,Dior,6,Handbags,18,Rarely,Yes - occasionally,Important,Somewhat Loyal,No,Yes,Neutral,Full Service (incl. Resale),1341,5154,572,26901,Fair,Very Important,Agree,Hybrid (Both),Not Interested,Active,High Impact,Magazine/Press,Limited Service Options,1,As Needed,Interested,City Walk,0
CUST0335,22,Female,High (250K-500K AED),Entrepreneur,Arab Expat,Balenciaga,14,Handbags,22,Quarterly,Yes - frequently,Very Important,Very Loyal,No,No,Likely,Both Restoration & Authentication,1480,2221,338,26215,Fair,Critical,Strongly Agree,Social Media,Somewhat Interested,Somewhat Active,Medium Impact,Online Search,High Costs,5,Annually,Not Interested,Dubai Marina,1
CUST0336,22,Female,Medium (100K-250K AED),Creative Industry,Asian Expat,Chanel,3,Sneakers,14,Bi-annually,Yes - once,Very Important,Somewhat Loyal,No,No,Likely,Restoration Only,1393,3483,549,26301,Good Value,Critical,Agree,In-Person (Studio),Very Interested,Very Active,Medium Impact,Online Search,High Costs,0,Quarterly,Interested,Other Emirates,0
CUST0337,40,Female,Medium (100K-250K AED),Business Owner,Other,Balenciaga,10,Handbags,18,Bi-annually,No - never,Important,Neutral,Yes,No,Very Unlikely,Full Service (incl. Resale),745,2707,271,29382,Fair,Critical,Agree,Hybrid (Both),Very Interested,Very Active,No Impact,Event/Exhibition,Lack of Transparency,9,Bi-annually,Interested,Dubai Marina,0
CUST0338,35,Male,High (250K-500K AED),Entrepreneur,Western Expat,Gucci,3,Sneakers,15,Annually,Yes - occasionally,Very Important,Very Loyal,Yes,Yes,Unlikely,Full Service (incl. Resale),771,2948,379,7238,Fair,Critical,Agree,Online (Website),Somewhat Interested,Somewhat Active,Low Impact,Word of Mouth,Limited Service Options,5,Monthly,Very Interested,City Walk,0
CUST0339,30,Female,Medium (100K-250K AED),Corporate Executive,Other,Prada,12,Leather Goods,15,Monthly,Yes - frequently,Important,Neutral,No,No,Neutral,Both Restoration & Authentication,902,2898,208,22644,Good Value,Critical,Agree,In-Person (Studio),Not Interested,Active,Medium Impact,Word of Mouth,Finding Trusted Services,8,Annually,Interested,City Walk,0
CUST0340,22,Female,High (250K-500K AED),Creative Industry,UAE National,Prada,17,Leather Goods,6,Bi-annually,No - never,Very Important,Somewhat Loyal,No,No,Unlikely,Both Restoration & Authentication,1168,5439,245,7367,Excellent Value,Critical,Strongly Agree,Hybrid (Both),Very Interested,Active,Low Impact,Magazine/Press,Lack of Transparency,6,Annually,Not Interested,Dubai Marina,0
CUST0341,30,Female,High (250K-500K AED),Entrepreneur,Western Expat,Louis Vuitton,5,Leather Goods,15,Bi-annually,Yes - frequently,Important,Neutral,Yes,Yes,Neutral,Restoration Only,615,3588,411,8651,Good Value,Critical,Agree,In-Person (Studio),Very Interested,Very Active,High Impact,Online Search,High Costs,8,Annually,Maybe,Dubai Marina,0
CUST0342,30,Female,Medium (100K-250K AED),Professional,GCC National,Chanel,9,Shoes,18,Quarterly,Yes - occasionally,Important,Neutral,No,Yes,Very Likely,Both Restoration & Authentication,934,3007,503,19204,Good Value,Very Important,Neutral,Hybrid (Both),Very Interested,Active,Medium Impact,Word of Mouth,Finding Trusted Services,1,Bi-annually,Interested,Jumeirah,1
CUST0343,25,Male,High (250K-500K AED),Entrepreneur,UAE National,Chanel,7,Sneakers,4,Bi-annually,Yes - once,Very Important,Very Loyal,Yes,No,Likely,Full Service (incl. Resale),1029,2503,461,22755,Good Value,Very Important,Neutral,Mobile App,Very Interested,Somewhat Active,Medium Impact,Social Media,Finding Trusted Services,10,Monthly,Interested,Downtown Dubai,1
CUST0344,30,Male,Medium (100K-250K AED),Corporate Executive,UAE National,Prada,4,Leather Goods,23,Rarely,Yes - occasionally,Important,Somewhat Loyal,No,Yes,Likely,Restoration Only,941,3807,285,5093,Good Value,Very Important,Strongly Agree,Mobile App,Very Interested,Somewhat Active,High Impact,Online Search,Lack of Transparency,4,Annually,Very Interested,City Walk,0
CUST0345,30,Female,Very High (>500K AED),Professional,Asian Expat,Prada,13,Sneakers,8,Rarely,Yes - frequently,Moderately Important,Very Loyal,No,Yes,Likely,Both Restoration & Authentication,671,3988,499,29718,Fair,Somewhat Important,Agree,Online (Website),Very Interested,Active,No Impact,Word of Mouth,Long Wait Times,8,Annually,Interested,Dubai Mall,0
CUST0346,32,Female,High (250K-500K AED),Creative Industry,Asian Expat,Hermès,13,Handbags,15,Monthly,No - never,Important,Neutral,No,No,Neutral,Authentication Only,515,2425,432,7001,Excellent Value,Very Important,Agree,In-Person (Studio),Very Interested,Active,High Impact,Social Media,High Costs,6,As Needed,Not Interested,City Walk,0
CUST0347,35,Female,Very High (>500K AED),Professional,Western Expat,Bottega Veneta,10,Handbags,3,Quarterly,Yes - once,Important,Somewhat Loyal,No,No,Very Unlikely,Full Service (incl. Resale),1460,2355,604,25940,Good Value,Important,Agree,Social Media,Somewhat Interested,Active,Low Impact,Magazine/Press,High Costs,8,Annually,Very Interested,Dubai Mall,0
CUST0348,22,Male,High (250K-500K AED),Corporate Executive,UAE National,Hermès,18,Handbags,15,Quarterly,No - never,Very Important,Somewhat Loyal,Yes,No,Likely,Both Restoration & Authentication,1251,1583,560,10810,Too Expensive,Critical,Agree,In-Person (Studio),Very Interested,Active,Medium Impact,Social Media,Lack of Transparency,10,Annually,Not Interested,Downtown Dubai,1
CUST0349,28,Male,Low (<100K AED),Professional,Asian Expat,Hermès,17,Handbags,13,Bi-annually,Yes - occasionally,Important,Somewhat Loyal,Yes,No,Likely,Restoration Only,1397,3593,622,14272,Fair,Very Important,Disagree,Hybrid (Both),Not Interested,Somewhat Active,High Impact,Word of Mouth,High Costs,5,Annually,Not Interested,Downtown Dubai,0
CUST0350,32,Female,High (250K-500K AED),Creative Industry,Asian Expat,Chanel,13,Sneakers,9,Quarterly,Yes - frequently,Very Important,Neutral,No,No,Neutral,Both Restoration & Authentication,555,3987,269,7554,Good Value,Important,Agree,In-Person (Studio),Very Interested,Very Active,Low Impact,Online Search,Limited Service Options,6,Annually,Interested,Jumeirah,0
CUST0351,30,Female,Very High (>500K AED),Corporate Executive,Western Expat,Louis Vuitton,17,Shoes,2,Quarterly,No - never,Important,Very Loyal,Yes,No,Likely,Both Restoration & Authentication,1090,5242,579,29008,Too Expensive,Important,Strongly Agree,In-Person (Studio),Very Interested,Very Active,Low Impact,Word of Mouth,High Costs,9,Bi-annually,Very Interested,Dubai Mall,0
CUST0352,40,Male,High (250K-500K AED),Corporate Executive,Asian Expat,Dior,4,Handbags,24,Rarely,Yes - once,Important,Somewhat Loyal,Yes,Yes,Likely,Authentication Only,602,5427,574,21901,Fair,Critical,Agree,Online (Website),Very Interested,Not Active,Medium Impact,Social Media,Finding Trusted Services,4,As Needed,Interested,Downtown Dubai,0
CUST0353,35,Female,Very High (>500K AED),Entrepreneur,GCC National,Hermès,1,Handbags,8,Rarely,Yes - occasionally,Very Important,Somewhat Loyal,No,No,Neutral,Full Service (incl. Resale),783,3042,612,11697,Good Value,Not Important,Agree,Mobile App,Not Interested,Very Active,Medium Impact,Word of Mouth,Finding Trusted Services,5,Annually,Maybe,Other Emirates,0
CUST0354,25,Male,Very High (>500K AED),Creative Industry,GCC National,Louis Vuitton,1,Accessories,20,Monthly,No - never,Important,Somewhat Loyal,Yes,Yes,Neutral,Restoration Only,1204,2485,174,25189,Excellent Value,Very Important,Strongly Disagree,Mobile App,Very Interested,Very Active,High Impact,Social Media,Limited Service Options,0,Bi-annually,Maybe,Jumeirah,0
CUST0355,22,Female,Medium (100K-250K AED),Business Owner,Arab Expat,Balenciaga,15,Handbags,17,Quarterly,Yes - occasionally,Very Important,Somewhat Loyal,No,No,Likely,Both Restoration & Authentication,1016,3368,491,20480,Good Value,Important,Agree,In-Person (Studio),Somewhat Interested,Active,No Impact,Social Media,Other,0,Quarterly,Maybe,Dubai Marina,1
CUST0356,35,Female,Medium (100K-250K AED),Corporate Executive,GCC National,Gucci,13,Sneakers,13,Bi-annually,Yes - occasionally,Important,Somewhat Loyal,No,No,Likely,Restoration Only,1117,5009,295,15371,Fair,Critical,Disagree,Hybrid (Both),Somewhat Interested,Somewhat Active,Medium Impact,Social Media,Finding Trusted Services,1,Quarterly,Maybe,Other Emirates,0
CUST0357,18,Female,High (250K-500K AED),Business Owner,Western Expat,Hermès,17,Sneakers,1,Quarterly,Yes - frequently,Important,Very Loyal,No,No,Neutral,Restoration Only,777,1635,161,12236,Too Expensive,Critical,Agree,In-Person (Studio),Somewhat Interested,Active,High Impact,Social Media,Finding Trusted Services,10,Bi-annually,Maybe,City Walk,0
CUST0358,32,Female,High (250K-500K AED),Corporate Executive,Arab Expat,Balenciaga,8,Sneakers,2,Bi-annually,Yes - occasionally,Not Important,Neutral,No,No,Neutral,Authentication Only,1384,2706,236,16769,Good Value,Critical,Agree,Online (Website),Not Interested,Active,No Impact,Social Media,High Costs,3,Quarterly,Interested,Dubai Marina,0
CUST0359,42,Female,Very High (>500K AED),Professional,Asian Expat,Dior,18,Handbags,15,Bi-annually,Yes - occasionally,Important,Very Loyal,No,No,Likely,Restoration Only,1111,3232,584,10061,Too Expensive,Very Important,Strongly Agree,Hybrid (Both),Very Interested,Not Active,Medium Impact,Word of Mouth,Lack of Transparency,10,Quarterly,Very Interested,Downtown Dubai,0
CUST0360,32,Male,Very High (>500K AED),Entrepreneur,UAE National,Gucci,13,Handbags,12,Annually,Yes - once,Important,Somewhat Loyal,No,No,Neutral,Both Restoration & Authentication,1249,2695,258,21588,Good Value,Critical,Agree,Hybrid (Both),Very Interested,Somewhat Active,Medium Impact,Magazine/Press,Lack of Transparency,8,Bi-annually,Maybe,City Walk,0
CUST0361,30,Female,Medium (100K-250K AED),Professional,UAE National,Gucci,14,Handbags,14,Annually,No - never,Very Important,Very Loyal,No,No,Likely,Restoration Only,768,2408,572,6902,Fair,Critical,Agree,In-Person (Studio),Very Interested,Somewhat Active,Medium Impact,Word of Mouth,Limited Service Options,6,Quarterly,Maybe,City Walk,1
CUST0362,35,Female,Medium (100K-250K AED),Professional,UAE National,Dior,8,Sneakers,2,Bi-annually,No - never,Moderately Important,Very Loyal,Yes,No,Likely,Full Service (incl. Resale),1332,4408,494,4352,Excellent Value,Very Important,Agree,In-Person (Studio),Very Interested,Very Active,Low Impact,Online Search,Long Wait Times,5,Annually,Very Interested,Downtown Dubai,0
CUST0363,30,Female,Very High (>500K AED),Corporate Executive,Asian Expat,Hermès,8,Sneakers,18,Annually,Yes - frequently,Moderately Important,Very Loyal,No,No,Unlikely,Restoration Only,899,4335,415,4596,Good Value,Very Important,Agree,Social Media,Somewhat Interested,Very Active,High Impact,Word of Mouth,Long Wait Times,0,Bi-annually,Interested,Downtown Dubai,0
CUST0364,32,Female,Medium (100K-250K AED),Creative Industry,Western Expat,Chanel,15,Handbags,22,Quarterly,Yes - frequently,Moderately Important,Somewhat Loyal,No,No,Very Unlikely,Restoration Only,1002,2089,371,11767,Fair,Important,Neutral,Mobile App,Very Interested,Active,Medium Impact,Online Search,High Costs,4,Bi-annually,Very Interested,Downtown Dubai,0
CUST0365,42,Female,Very High (>500K AED),Professional,UAE National,Dior,13,Sneakers,7,Bi-annually,Yes - frequently,Moderately Important,Somewhat Loyal,No,No,Likely,Both Restoration & Authentication,585,3451,223,26364,Excellent Value,Critical,Agree,Hybrid (Both),Very Interested,Very Active,No Impact,Word of Mouth,High Costs,10,Quarterly,Maybe,Dubai Mall,0
CUST0366,30,Female,High (250K-500K AED),Other,Other,Dior,7,Shoes,23,Bi-annually,Yes - frequently,Important,Very Loyal,Yes,No,Neutral,Full Service (incl. Resale),819,2455,631,3679,Fair,Very Important,Strongly Agree,Online (Website),Very Interested,Very Active,High Impact,Word of Mouth,Lack of Transparency,3,Bi-annually,Not Interested,Dubai Marina,0
CUST0367,45,Male,High (250K-500K AED),Professional,Western Expat,Dior,5,Handbags,6,Quarterly,Yes - once,Very Important,Very Loyal,No,Yes,Unlikely,Both Restoration & Authentication,531,4237,643,23096,Fair,Very Important,Agree,Hybrid (Both),Very Interested,Very Active,Medium Impact,Social Media,High Costs,4,Bi-annually,Interested,Dubai Marina,0
CUST0368,40,Female,Medium (100K-250K AED),Business Owner,GCC National,Gucci,17,Sneakers,14,Quarterly,No - never,Very Important,Neutral,Yes,No,Likely,Full Service (incl. Resale),835,4086,482,15020,Good Value,Very Important,Agree,In-Person (Studio),Very Interested,Active,Medium Impact,Social Media,Finding Trusted Services,10,Annually,Interested,City Walk,1
CUST0369,25,Female,High (250K-500K AED),Professional,Western Expat,Bottega Veneta,16,Leather Goods,8,Quarterly,No - never,Very Important,Very Loyal,No,No,Neutral,Restoration Only,550,2643,459,28705,Fair,Very Important,Strongly Agree,Social Media,Somewhat Interested,Active,Low Impact,Word of Mouth,Finding Trusted Services,8,Annually,Interested,City Walk,0
CUST0370,22,Female,High (250K-500K AED),Corporate Executive,Asian Expat,Louis Vuitton,2,Handbags,22,Rarely,Yes - occasionally,Very Important,Neutral,No,No,Likely,Full Service (incl. Resale),578,4852,562,15096,Fair,Critical,Agree,Online (Website),Somewhat Interested,Somewhat Active,No Impact,Word of Mouth,High Costs,2,Quarterly,Interested,Dubai Mall,0
CUST0371,22,Male,High (250K-500K AED),Professional,UAE National,Balenciaga,18,Handbags,2,Quarterly,Yes - occasionally,Important,Very Loyal,Yes,No,Neutral,Restoration Only,1197,2831,251,14385,Fair,Critical,Strongly Agree,In-Person (Studio),Very Interested,Very Active,Medium Impact,Magazine/Press,Lack of Transparency,3,Annually,Maybe,Downtown Dubai,0
CUST0372,18,Male,Medium (100K-250K AED),Business Owner,GCC National,Chanel,17,Sneakers,17,Quarterly,Yes - once,Very Important,Somewhat Loyal,No,No,Likely,Authentication Only,673,4255,574,11509,Fair,Critical,Agree,In-Person (Studio),Not Interested,Active,High Impact,Social Media,High Costs,7,Quarterly,Interested,Downtown Dubai,1
CUST0373,22,Male,High (250K-500K AED),Corporate Executive,Asian Expat,Hermès,7,Shoes,5,Bi-annually,Yes - frequently,Moderately Important,Very Loyal,Yes,Yes,Neutral,Both Restoration & Authentication,1447,4848,642,24685,Too Expensive,Very Important,Agree,Hybrid (Both),Very Interested,Very Active,Medium Impact,Social Media,Finding Trusted Services,2,As Needed,Interested,Downtown Dubai,0
CUST0374,35,Female,Very High (>500K AED),Creative Industry,Western Expat,Hermès,13,Shoes,14,Annually,Yes - once,Important,Neutral,No,Yes,Very Likely,Both Restoration & Authentication,1117,3053,286,8734,Good Value,Important,Agree,Hybrid (Both),Very Interested,Active,High Impact,Word of Mouth,High Costs,2,As Needed,Interested,Other Emirates,1
CUST0375,22,Female,Medium (100K-250K AED),Corporate Executive,Western Expat,Balenciaga,18,Sneakers,24,Quarterly,No - never,Important,Somewhat Loyal,Yes,No,Likely,Not Interested,1000,3842,340,18675,Good Value,Very Important,Strongly Agree,In-Person (Studio),Very Interested,Active,Low Impact,Magazine/Press,Finding Trusted Services,8,Bi-annually,Interested,City Walk,0
CUST0376,28,Female,Medium (100K-250K AED),Creative Industry,Western Expat,Louis Vuitton,14,Leather Goods,20,Rarely,Yes - occasionally,Slightly Important,Somewhat Loyal,No,Yes,Neutral,Restoration Only,1074,3306,610,27365,Fair,Critical,Strongly Agree,Hybrid (Both),Very Interested,Active,High Impact,Word of Mouth,Lack of Transparency,4,Annually,Interested,Downtown Dubai,0
CUST0377,40,Female,Low (<100K AED),Corporate Executive,UAE National,Dior,18,Handbags,21,Annually,No - never,Very Important,Very Loyal,Yes,No,Likely,Not Interested,575,3600,570,25276,Fair,Critical,Agree,Hybrid (Both),Somewhat Interested,Somewhat Active,Medium Impact,Word of Mouth,High Costs,9,Annually,Maybe,Downtown Dubai,1
CUST0378,18,Female,High (250K-500K AED),Professional,UAE National,Bottega Veneta,13,Sneakers,21,Bi-annually,Yes - once,Important,Somewhat Loyal,Yes,No,Likely,Both Restoration & Authentication,815,2305,291,23080,Excellent Value,Critical,Agree,Online (Website),Very Interested,Somewhat Active,Medium Impact,Social Media,Long Wait Times,0,Annually,Maybe,Dubai Mall,0
CUST0379,38,Female,High (250K-500K AED),Professional,Western Expat,Chanel,11,Sneakers,22,Annually,Yes - frequently,Very Important,Somewhat Loyal,Yes,No,Likely,Both Restoration & Authentication,1332,2955,506,15693,Excellent Value,Very Important,Agree,Hybrid (Both),Very Interested,Active,Medium Impact,Word of Mouth,Long Wait Times,6,Annually,Interested,City Walk,1
CUST0380,28,Female,High (250K-500K AED),Professional,GCC National,Hermès,16,Handbags,3,Monthly,Yes - once,Important,Very Loyal,Yes,No,Very Likely,Restoration Only,872,1551,222,26513,Good Value,Important,Neutral,Mobile App,Very Interested,Somewhat Active,Low Impact,Online Search,Lack of Transparency,6,As Needed,Not Interested,Dubai Mall,1
CUST0381,25,Female,Medium (100K-250K AED),Corporate Executive,UAE National,Balenciaga,17,Leather Goods,5,Quarterly,Yes - occasionally,Moderately Important,Very Loyal,No,Yes,Likely,Authentication Only,580,4275,477,22380,Good Value,Very Important,Agree,Online (Website),Very Interested,Active,High Impact,Magazine/Press,Lack of Transparency,5,Bi-annually,Interested,Jumeirah,0
CUST0382,35,Male,Medium (100K-250K AED),Corporate Executive,Asian Expat,Prada,8,Sneakers,16,Annually,Yes - frequently,Very Important,Neutral,Yes,No,Unlikely,Full Service (incl. Resale),1372,1571,316,26621,Good Value,Critical,Agree,Online (Website),Not Interested,Somewhat Active,No Impact,Social Media,High Costs,5,Annually,Very Interested,City Walk,0
CUST0383,32,Female,High (250K-500K AED),Business Owner,Other,Bottega Veneta,19,Handbags,18,Monthly,Yes - once,Moderately Important,Very Loyal,No,No,Likely,Both Restoration & Authentication,1139,1527,317,26711,Fair,Critical,Agree,In-Person (Studio),Very Interested,Active,Medium Impact,Word of Mouth,Finding Trusted Services,2,Annually,Maybe,Dubai Mall,0
CUST0384,40,Female,High (250K-500K AED),Corporate Executive,Asian Expat,Balenciaga,15,Shoes,17,Quarterly,No - never,Important,Somewhat Loyal,No,No,Very Unlikely,Both Restoration & Authentication,1194,1968,203,10407,Too Expensive,Critical,Agree,Online (Website),Somewhat Interested,Active,No Impact,Word of Mouth,Lack of Transparency,2,Annually,Not Interested,Jumeirah,0
CUST0385,35,Male,Very High (>500K AED),Professional,Arab Expat,Bottega Veneta,9,Handbags,11,Bi-annually,Yes - occasionally,Slightly Important,Somewhat Loyal,No,Yes,Very Likely,Not Interested,1254,5483,408,14786,Fair,Critical,Agree,In-Person (Studio),Somewhat Interested,Somewhat Active,Medium Impact,Social Media,High Costs,9,Annually,Very Interested,City Walk,1
CUST0386,38,Female,Medium (100K-250K AED),Student,GCC National,Hermès,10,Handbags,17,Quarterly,Yes - occasionally,Important,Neutral,No,No,Likely,Authentication Only,1196,2263,588,5542,Good Value,Important,Strongly Agree,Hybrid (Both),Somewhat Interested,Very Active,Low Impact,Online Search,High Costs,10,Quarterly,Maybe,City Walk,0
